book,chapter,verse,subtitle,text,source_url
1-juan,1,1,La palabra de vida,"Lo que era desde el principio, lo que hemos oído, lo que hemos visto con nuestros ojos, lo que hemos contemplado, y palparon nuestras manos tocante al Verbo de vida ",https://www.biblia.es/biblia-buscar-libros-1.php?libro=1-juan&capitulo=1&version=rv60
1-juan,1,2,La palabra de vida,"(porque la vida fue manifestada, y la hemos visto, y testificamos, y os anunciamos la vida eterna, la cual estaba con el Padre, y se nos manifestó); ",https://www.biblia.es/biblia-buscar-libros-1.php?libro=1-juan&capitulo=1&version=rv60
1-juan,1,3,La palabra de vida,"lo que hemos visto y oído, eso os anunciamos, para que también vosotros tengáis comunión con nosotros; y nuestra comunión verdaderamente es con el Padre, y con su Hijo Jesucristo. ",https://www.biblia.es/biblia-buscar-libros-1.php?libro=1-juan&capitulo=1&version=rv60
1-juan,1,4,La palabra de vida,"Estas cosas os escribimos, para que vuestro gozo sea cumplido. ",https://www.biblia.es/biblia-buscar-libros-1.php?libro=1-juan&capitulo=1&version=rv60
1-juan,1,5,Dios es luz,"Este es el mensaje que hemos oído de él, y os anunciamos: Dios es luz, y no hay ningunas tinieblas en él. ",https://www.biblia.es/biblia-buscar-libros-1.php?libro=1-juan&capitulo=1&version=rv60
1-juan,1,6,Dios es luz,"Si decimos que tenemos comunión con él, y andamos en tinieblas, mentimos, y no practicamos la verdad; ",https://www.biblia.es/biblia-buscar-libros-1.php?libro=1-juan&capitulo=1&version=rv60
1-juan,1,7,Dios es luz,"pero si andamos en luz, como él está en luz, tenemos comunión unos con otros, y la sangre de Jesucristo su Hijo nos limpia de todo pecado. ",https://www.biblia.es/biblia-buscar-libros-1.php?libro=1-juan&capitulo=1&version=rv60
1-juan,1,8,Dios es luz,"Si decimos que no tenemos pecado, nos engañamos a nosotros mismos, y la verdad no está en nosotros. ",https://www.biblia.es/biblia-buscar-libros-1.php?libro=1-juan&capitulo=1&version=rv60
1-juan,1,9,Dios es luz,"Si confesamos nuestros pecados, él es fiel y justo para perdonar nuestros pecados, y limpiarnos de toda maldad. ",https://www.biblia.es/biblia-buscar-libros-1.php?libro=1-juan&capitulo=1&version=rv60
1-juan,1,10,Dios es luz,"Si decimos que no hemos pecado, le hacemos a él mentiroso, y su palabra no está en nosotros. ",https://www.biblia.es/biblia-buscar-libros-1.php?libro=1-juan&capitulo=1&version=rv60
1-juan,2,1,"Cristo, nuestro abogado","Hijitos míos, estas cosas os escribo para que no pequéis; y si alguno hubiere pecado, abogado tenemos para con el Padre, a Jesucristo el justo. ",https://www.biblia.es/biblia-buscar-libros-1.php?libro=1-juan&capitulo=2&version=rv60
1-juan,2,2,"Cristo, nuestro abogado","Y él es la propiciación por nuestros pecados; y no solamente por los nuestros, sino también por los de todo el mundo. ",https://www.biblia.es/biblia-buscar-libros-1.php?libro=1-juan&capitulo=2&version=rv60
1-juan,2,3,"Cristo, nuestro abogado","Y en esto sabemos que nosotros le conocemos, si guardamos sus mandamientos. ",https://www.biblia.es/biblia-buscar-libros-1.php?libro=1-juan&capitulo=2&version=rv60
1-juan,2,4,"Cristo, nuestro abogado","El que dice: Yo le conozco, y no guarda sus mandamientos, el tal es mentiroso, y la verdad no está en él; ",https://www.biblia.es/biblia-buscar-libros-1.php?libro=1-juan&capitulo=2&version=rv60
1-juan,2,5,"Cristo, nuestro abogado","pero el que guarda su palabra, en éste verdaderamente el amor de Dios se ha perfeccionado; por esto sabemos que estamos en él. ",https://www.biblia.es/biblia-buscar-libros-1.php?libro=1-juan&capitulo=2&version=rv60
