"id","book","chapter","verse","subtitle","text","verse_id","source_url","theme","emotion"
"54","colosenses","3","2","","Poned la mira en las cosas de arriba, no en las de la tierra.","colosenses_3_2","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"55","colosenses","3","3","","Porque habéis muerto, y vuestra vida está escondida con Cristo en Dios.","colosenses_3_3","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"56","colosenses","3","4","","Cuando Cristo, vuestra vida, se manifieste, entonces vosotros también seréis manifestados con él en gloria.","colosenses_3_4","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"57","colosenses","3","5","La vida antigua y la nueva","Haced morir, pues, lo terrenal en vosotros: fornicación, impureza, pasiones desordenadas, malos deseos y avaricia, que es idolatría;","colosenses_3_5","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"58","colosenses","3","6","La vida antigua y la nueva","cosas por las cuales la ira de Dios viene sobre los hijos de desobediencia,","colosenses_3_6","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"59","colosenses","3","7","La vida antigua y la nueva","en las cuales vosotros también anduvisteis en otro tiempo cuando vivíais en ellas.","colosenses_3_7","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"60","colosenses","3","8","La vida antigua y la nueva","Pero ahora dejad también vosotros todas estas cosas: ira, enojo, malicia, blasfemia, palabras deshonestas de vuestra boca.","colosenses_3_8","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"61","colosenses","3","9","La vida antigua y la nueva","No mintáis los unos a los otros, habiéndoos despojado del viejo hombre con sus hechos,","colosenses_3_9","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"62","colosenses","3","10","La vida antigua y la nueva","y revestido del nuevo, el cual conforme a la imagen del que lo creó se va renovando hasta el conocimiento pleno,","colosenses_3_10","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
"63","colosenses","3","11","La vida antigua y la nueva","donde no hay griego ni judío, circuncisión ni incircuncisión, bárbaro ni escita, siervo ni libre, sino que Cristo es el todo, y en todos.","colosenses_3_11","https://www.biblia.es/biblia-buscar-libros-1.php?libro=colosenses&capitulo=3&version=rv60","",""
